videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
0--jWQihTAY_head,https://www.youtube.com/watch?v=0--jWQihTAY,"[['0:00:06.740', '0:00:11.940']]","['The video is about how to make a ribbon bow using satin ribbon, lighter, hot glue, thread, and needle.']",[0.457275390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:06.740', '0:00:11.940']]"
0--jWQihTAY_tail,https://www.youtube.com/watch?v=0--jWQihTAY,"[['0:00:49.588', '0:00:54.788']]","['The video is about how to make a ribbon bow using satin ribbon, lighter, hot glue, thread, and needle.']",[0.457275390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:49.588', '0:00:54.788']]"
0-huYuWkvEI_head,https://www.youtube.com/watch?v=0-huYuWkvEI,"[['0:00:03.236', '0:00:08.436']]",['A teacher is giving a lesson to students in an elementary school classroom.'],[0.424560546875],['desirable'],"[[['0:00:00.000', '0:00:03.236'], ['0:00:03.269', '0:00:05.972'], ['0:00:06.006', '0:00:08.775'], ['0:00:08.808', '0:00:11.211'], ['0:00:11.244', '0:00:13.980']]]","[['0:00:03.236', '0:00:08.436']]"
0-huYuWkvEI_tail,https://www.youtube.com/watch?v=0-huYuWkvEI,"[['0:00:12.017', '0:00:17.217']]",['A teacher is giving a lesson to students in an elementary school classroom.'],[0.424560546875],['desirable'],"[[['0:00:00.000', '0:00:03.236'], ['0:00:03.269', '0:00:05.972'], ['0:00:06.006', '0:00:08.775'], ['0:00:08.808', '0:00:11.211'], ['0:00:11.244', '0:00:13.980']]]","[['0:00:12.017', '0:00:17.217']]"
01noTU43sKk_head,https://www.youtube.com/watch?v=01noTU43sKk,"[['0:00:05.972', '0:00:11.172']]",['A man is demonstrating how to change the ceiling fan in his house.'],[0.46630859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
01noTU43sKk_tail,https://www.youtube.com/watch?v=01noTU43sKk,"[['0:00:48.820', '0:00:54.020']]",['A man is demonstrating how to change the ceiling fan in his house.'],[0.46630859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
048CZW_BlWA_head,https://www.youtube.com/watch?v=048CZW_BlWA,"[['0:00:05.939', '0:00:11.139']]",['A man is demonstrating how to create a vacuum in a small bell jar using a syringe and a one-way valve.'],[0.453369140625],['desirable'],"[[['0:00:00.000', '0:00:48.114']]]","[['0:00:05.939', '0:00:11.139']]"
048CZW_BlWA_tail,https://www.youtube.com/watch?v=048CZW_BlWA,"[['0:00:48.854', '0:00:54.054']]",['A man is demonstrating how to create a vacuum in a small bell jar using a syringe and a one-way valve.'],[0.453369140625],['desirable'],"[[['0:00:00.000', '0:00:48.114']]]","[['0:00:48.854', '0:00:54.054']]"
07HOkx0UI9U_head,https://www.youtube.com/watch?v=07HOkx0UI9U,"[['0:00:05.972', '0:00:11.172']]",['A man is sitting at a table and demonstrating how to use a plumbing snake to unclog a drain.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
07HOkx0UI9U_tail,https://www.youtube.com/watch?v=07HOkx0UI9U,"[['0:00:48.820', '0:00:54.020']]",['A man is sitting at a table and demonstrating how to use a plumbing snake to unclog a drain.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
08-iySxkJV0_head,https://www.youtube.com/watch?v=08-iySxkJV0,"[['0:00:05.972', '0:00:11.172']]",['A person writing on a piece of paper how to divide fractions by fractions.'],[0.45751953125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
08-iySxkJV0_tail,https://www.youtube.com/watch?v=08-iySxkJV0,"[['0:00:48.820', '0:00:54.020']]",['A person writing on a piece of paper how to divide fractions by fractions.'],[0.45751953125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0EpV-xjWfIg_head,https://www.youtube.com/watch?v=0EpV-xjWfIg,"[['0:00:05.972', '0:00:11.172']]",['A person is holding a samsung galaxy ace phone and is showing them how to do a hard reset on the phone by pressing certain buttons in order to unlock it.'],[0.43505859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
0EpV-xjWfIg_tail,https://www.youtube.com/watch?v=0EpV-xjWfIg,"[['0:00:48.820', '0:00:54.020']]",['A person is holding a samsung galaxy ace phone and is showing them how to do a hard reset on the phone by pressing certain buttons in order to unlock it.'],[0.43505859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0H4_dGWtcSw_head,https://www.youtube.com/watch?v=0H4_dGWtcSw,"[['0:00:06.000', '0:00:11.200']]",['A poster showing how to pack a waste free lunch.'],[0.452880859375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.900']]]","[['0:00:06.000', '0:00:11.200']]"
0H4_dGWtcSw_tail,https://www.youtube.com/watch?v=0H4_dGWtcSw,"[['0:00:48.800', '0:00:54.000']]",['A poster showing how to pack a waste free lunch.'],[0.452880859375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.900']]]","[['0:00:48.800', '0:00:54.000']]"
0J9OM757qlo_head,https://www.youtube.com/watch?v=0J9OM757qlo,"[['0:00:06.000', '0:00:11.200']]",['A person holding an electronic device with the words how to insert insulin.'],[0.46044921875],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
0J9OM757qlo_tail,https://www.youtube.com/watch?v=0J9OM757qlo,"[['0:00:48.800', '0:00:54.000']]",['A person holding an electronic device with the words how to insert insulin.'],[0.46044921875],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
0YxPuuB_8vo_head,https://www.youtube.com/watch?v=0YxPuuB_8vo,"[['0:00:06.000', '0:00:11.200']]",['The man is standing in front of a stock tank pool and talking about how to keep it clean and clear all summer long.'],[0.485595703125],['desirable'],"[[['0:00:00.000', '0:00:04.900'], ['0:00:04.966', '0:00:15.300'], ['0:00:15.366', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
0YxPuuB_8vo_tail,https://www.youtube.com/watch?v=0YxPuuB_8vo,"[['0:00:48.800', '0:00:54.000']]",['The man is standing in front of a stock tank pool and talking about how to keep it clean and clear all summer long.'],[0.485595703125],['desirable'],"[[['0:00:00.000', '0:00:04.900'], ['0:00:04.966', '0:00:15.300'], ['0:00:15.366', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
0c-7Qw3nHNg_head,https://www.youtube.com/watch?v=0c-7Qw3nHNg,"[['0:00:05.972', '0:00:11.172']]",['The person is demonstrating how to change the bag on an amelie vacuum cleaner.'],[0.428955078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
0c-7Qw3nHNg_tail,https://www.youtube.com/watch?v=0c-7Qw3nHNg,"[['0:00:48.820', '0:00:54.020']]",['The person is demonstrating how to change the bag on an amelie vacuum cleaner.'],[0.428955078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0iDuPdr5MAQ_head,https://www.youtube.com/watch?v=0iDuPdr5MAQ,"[['0:00:03.269', '0:00:08.469']]",['A man in a black shirt is standing in front of an electronic device and explaining how to replace the existing controller with a new one.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:26.359']]]","[['0:00:03.269', '0:00:08.469']]"
0iDuPdr5MAQ_tail,https://www.youtube.com/watch?v=0iDuPdr5MAQ,"[['0:00:24.462', '0:00:29.662']]",['A man in a black shirt is standing in front of an electronic device and explaining how to replace the existing controller with a new one.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:26.359']]]","[['0:00:24.462', '0:00:29.662']]"
0wpSWWUXziM_head,https://www.youtube.com/watch?v=0wpSWWUXziM,"[['0:00:06.000', '0:00:11.200']]",['The instructor is teaching a student how to do a guard pass in brazilian jiu-jitsu.'],[0.467041015625],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:06.000', '0:00:11.200']]"
0wpSWWUXziM_tail,https://www.youtube.com/watch?v=0wpSWWUXziM,"[['0:00:48.800', '0:00:54.000']]",['The instructor is teaching a student how to do a guard pass in brazilian jiu-jitsu.'],[0.467041015625],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:48.800', '0:00:54.000']]"
0xvP_QDFr-s_head,https://www.youtube.com/watch?v=0xvP_QDFr-s,"[['0:00:05.972', '0:00:11.172']]",['A diagram showing how to transform a cube into a tetrahedron.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
0xvP_QDFr-s_tail,https://www.youtube.com/watch?v=0xvP_QDFr-s,"[['0:00:48.820', '0:00:54.020']]",['A diagram showing how to transform a cube into a tetrahedron.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
15gAkijEdsc_head,https://www.youtube.com/watch?v=15gAkijEdsc,"[['0:00:09.909', '0:00:15.109']]",['A man in a red shirt is demonstrating how to use a rapid cure ball plug for bowling.'],[0.44482421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:09.909', '0:00:15.109']]"
15gAkijEdsc_tail,https://www.youtube.com/watch?v=15gAkijEdsc,"[['0:00:52.757', '0:00:57.957']]",['A man in a red shirt is demonstrating how to use a rapid cure ball plug for bowling.'],[0.44482421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:52.757', '0:00:57.957']]"
168jYOZ5mmY_head,https://www.youtube.com/watch?v=168jYOZ5mmY,"[['0:00:05.964', '0:00:11.164']]",['The video is about how to knit a 2x1 broken rib stitch in the round.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
168jYOZ5mmY_tail,https://www.youtube.com/watch?v=168jYOZ5mmY,"[['0:00:48.812', '0:00:54.012']]",['The video is about how to knit a 2x1 broken rib stitch in the round.'],[0.445556640625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
16Ak30_VukA_head,https://www.youtube.com/watch?v=16Ak30_VukA,"[['0:00:05.972', '0:00:11.172']]",['A man is sitting at a desk and demonstrating how to use a water distiller.'],[0.468017578125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
16Ak30_VukA_tail,https://www.youtube.com/watch?v=16Ak30_VukA,"[['0:00:48.820', '0:00:54.020']]",['A man is sitting at a desk and demonstrating how to use a water distiller.'],[0.468017578125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
182fQM3KGTY_head,https://www.youtube.com/watch?v=182fQM3KGTY,"[['0:00:05.972', '0:00:11.172']]",['A man is sitting at a desk in front of a laptop with a blue shirt on and he is talking about how to wirelessly transfer files from his phone to his oculus go using an ftp server.'],[0.44775390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
182fQM3KGTY_tail,https://www.youtube.com/watch?v=182fQM3KGTY,"[['0:00:48.820', '0:00:54.020']]",['A man is sitting at a desk in front of a laptop with a blue shirt on and he is talking about how to wirelessly transfer files from his phone to his oculus go using an ftp server.'],[0.44775390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1AIZsPOhgmE_head,https://www.youtube.com/watch?v=1AIZsPOhgmE,"[['0:00:37.904', '0:00:43.104']]",['A white board with writing on it that says engage learning.'],[0.43896484375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:37.904', '0:00:43.104']]"
1AIZsPOhgmE_tail,https://www.youtube.com/watch?v=1AIZsPOhgmE,"[['0:01:20.752', '0:01:25.952']]",['A white board with writing on it that says engage learning.'],[0.43896484375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:01:20.752', '0:01:25.952']]"
1K9gX0jvwMw_head,https://www.youtube.com/watch?v=1K9gX0jvwMw,"[['0:00:04.938', '0:00:10.138']]","[""The person is holding a samsung galaxy s5 and is showing how to block text messages from unknown senders in the phone's settings.""]",[0.43798828125],['desirable'],"[[['0:00:00.000', '0:00:39.606']]]","[['0:00:04.938', '0:00:10.138']]"
1K9gX0jvwMw_tail,https://www.youtube.com/watch?v=1K9gX0jvwMw,"[['0:00:39.377', '0:00:44.577']]","[""The person is holding a samsung galaxy s5 and is showing how to block text messages from unknown senders in the phone's settings.""]",[0.43798828125],['desirable'],"[[['0:00:00.000', '0:00:39.606']]]","[['0:00:39.377', '0:00:44.577']]"
1NGN55nYBxQ_head,https://www.youtube.com/watch?v=1NGN55nYBxQ,"[['0:00:10.944', '0:00:16.144']]",['A person is using a pasquini livia 90 automatic espresso machine and demonstrates how to program the buttons on the machine.'],[0.48193359375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
1NGN55nYBxQ_tail,https://www.youtube.com/watch?v=1NGN55nYBxQ,"[['0:00:53.792', '0:00:58.992']]",['A person is using a pasquini livia 90 automatic espresso machine and demonstrates how to program the buttons on the machine.'],[0.48193359375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
1QKu5OcPmYk_head,https://www.youtube.com/watch?v=1QKu5OcPmYk,"[['0:00:06.000', '0:00:11.200']]",['A man is standing in a store holding a vacuum cleaner and explaining how to replace the belt on an oreck xl model.'],[0.4482421875],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:06.000', '0:00:11.200']]"
1QKu5OcPmYk_tail,https://www.youtube.com/watch?v=1QKu5OcPmYk,"[['0:00:48.800', '0:00:54.000']]",['A man is standing in a store holding a vacuum cleaner and explaining how to replace the belt on an oreck xl model.'],[0.4482421875],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:48.800', '0:00:54.000']]"
1Ujt9vZHu0w_head,https://www.youtube.com/watch?v=1Ujt9vZHu0w,"[['0:00:07.440', '0:00:12.640']]",['The person is holding an iphone and showing how to move and delete apps on the home screen.'],[0.454833984375],['desirable'],"[[['0:00:00.000', '0:00:36.236'], ['0:00:36.269', '0:00:48.014']]]","[['0:00:07.440', '0:00:12.640']]"
1Ujt9vZHu0w_tail,https://www.youtube.com/watch?v=1Ujt9vZHu0w,"[['0:00:50.288', '0:00:55.488']]",['The person is holding an iphone and showing how to move and delete apps on the home screen.'],[0.454833984375],['desirable'],"[[['0:00:00.000', '0:00:36.236'], ['0:00:36.269', '0:00:48.014']]]","[['0:00:50.288', '0:00:55.488']]"
1WKU2joowK8_head,https://www.youtube.com/watch?v=1WKU2joowK8,"[['0:00:10.427', '0:00:15.627']]",['The technician is repairing a refrigerator using a step-by-step guide.'],[0.4423828125],['desirable'],"[[['0:00:00.000', '0:00:03.920'], ['0:00:03.962', '0:00:19.561'], ['0:00:19.686', '0:00:33.241'], ['0:00:33.283', '0:00:36.369'], ['0:00:36.411', '0:00:44.044']]]","[['0:00:10.427', '0:00:15.627']]"
1WKU2joowK8_tail,https://www.youtube.com/watch?v=1WKU2joowK8,"[['0:00:49.312', '0:00:54.512']]",['The technician is repairing a refrigerator using a step-by-step guide.'],[0.4423828125],['desirable'],"[[['0:00:00.000', '0:00:03.920'], ['0:00:03.962', '0:00:19.561'], ['0:00:19.686', '0:00:33.241'], ['0:00:33.283', '0:00:36.369'], ['0:00:36.411', '0:00:44.044']]]","[['0:00:49.312', '0:00:54.512']]"
1aZnX4r0DAA_head,https://www.youtube.com/watch?v=1aZnX4r0DAA,"[['0:00:05.972', '0:00:11.172']]",['A young man is wearing glasses and sitting in front of a camera while talking about how to whistle without flicking his cheek.'],[0.457275390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
1aZnX4r0DAA_tail,https://www.youtube.com/watch?v=1aZnX4r0DAA,"[['0:00:48.820', '0:00:54.020']]",['A young man is wearing glasses and sitting in front of a camera while talking about how to whistle without flicking his cheek.'],[0.457275390625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1bItBAQbZEs_head,https://www.youtube.com/watch?v=1bItBAQbZEs,"[['0:00:05.972', '0:00:11.172']]",['A person is explaining how to multiply rational numbers using four examples.'],[0.437744140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
1bItBAQbZEs_tail,https://www.youtube.com/watch?v=1bItBAQbZEs,"[['0:00:48.820', '0:00:54.020']]",['A person is explaining how to multiply rational numbers using four examples.'],[0.437744140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1gBc6NLxmJY_head,https://www.youtube.com/watch?v=1gBc6NLxmJY,"[['0:00:05.772', '0:00:10.972']]",['A man is standing in the jungle and demonstrating how to tie a knot in a rope.'],[0.4443359375],['desirable'],"[[['0:00:00.000', '0:00:46.379']]]","[['0:00:05.772', '0:00:10.972']]"
1gBc6NLxmJY_tail,https://www.youtube.com/watch?v=1gBc6NLxmJY,"[['0:00:46.985', '0:00:52.185']]",['A man is standing in the jungle and demonstrating how to tie a knot in a rope.'],[0.4443359375],['desirable'],"[[['0:00:00.000', '0:00:46.379']]]","[['0:00:46.985', '0:00:52.185']]"
