videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
-VVoXsp5lR8_head,https://www.youtube.com/watch?v=-VVoXsp5lR8,"[['0:00:06.000', '0:00:11.200']]",['A grassy field in minecraft.'],[0.45654296875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
-VVoXsp5lR8_tail,https://www.youtube.com/watch?v=-VVoXsp5lR8,"[['0:00:48.800', '0:00:54.000']]",['A grassy field in minecraft.'],[0.45654296875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
-YEsS-wBhhg_head,https://www.youtube.com/watch?v=-YEsS-wBhhg,"[['0:00:05.046', '0:00:10.246']]",['A person preparing food in a blender on a counter.'],[0.44189453125],['desirable'],"[[['0:00:00.000', '0:00:40.665']]]","[['0:00:05.046', '0:00:10.246']]"
-YEsS-wBhhg_tail,https://www.youtube.com/watch?v=-YEsS-wBhhg,"[['0:00:40.512', '0:00:45.712']]",['A person preparing food in a blender on a counter.'],[0.44189453125],['desirable'],"[[['0:00:00.000', '0:00:40.665']]]","[['0:00:40.512', '0:00:45.712']]"
-YUcgSDXAYk_head,https://www.youtube.com/watch?v=-YUcgSDXAYk,"[['0:00:19.000', '0:00:24.200']]",['A farm in minecraft.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:32.208']]]","[['0:00:19.000', '0:00:24.200']]"
-YUcgSDXAYk_tail,https://www.youtube.com/watch?v=-YUcgSDXAYk,"[['0:00:46.050', '0:00:51.250']]",['A farm in minecraft.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:32.208']]]","[['0:00:46.050', '0:00:51.250']]"
-_zVGFMgGbs_head,https://www.youtube.com/watch?v=-_zVGFMgGbs,"[['0:00:11.000', '0:00:16.200']]",['A red square on the ground in minecraft.'],[0.451904296875],['desirable'],"[[['0:00:00.000', '0:00:14.583'], ['0:00:14.616', '0:00:20.783'], ['0:00:20.816', '0:00:34.083'], ['0:00:34.133', '0:00:37.750'], ['0:00:37.783', '0:00:42.683'], ['0:00:42.716', '0:00:47.200'], ['0:00:47.233', '0:00:47.983']]]","[['0:00:11.000', '0:00:16.200']]"
-_zVGFMgGbs_tail,https://www.youtube.com/watch?v=-_zVGFMgGbs,"[['0:00:53.800', '0:00:59.000']]",['A red square on the ground in minecraft.'],[0.451904296875],['desirable'],"[[['0:00:00.000', '0:00:14.583'], ['0:00:14.616', '0:00:20.783'], ['0:00:20.816', '0:00:34.083'], ['0:00:34.133', '0:00:37.750'], ['0:00:37.783', '0:00:42.683'], ['0:00:42.716', '0:00:47.200'], ['0:00:47.233', '0:00:47.983']]]","[['0:00:53.800', '0:00:59.000']]"
-cC0cveW_lA_head,https://www.youtube.com/watch?v=-cC0cveW_lA,"[['0:00:05.972', '0:00:11.172']]",['A minecraft game screen showing some blocks.'],[0.46435546875],['desirable'],"[[['0:00:00.000', '0:00:05.372'], ['0:00:05.405', '0:00:06.406'], ['0:00:06.439', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
-cC0cveW_lA_tail,https://www.youtube.com/watch?v=-cC0cveW_lA,"[['0:00:48.820', '0:00:54.020']]",['A minecraft game screen showing some blocks.'],[0.46435546875],['desirable'],"[[['0:00:00.000', '0:00:05.372'], ['0:00:05.405', '0:00:06.406'], ['0:00:06.439', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
-e0G0FBeNRg_head,https://www.youtube.com/watch?v=-e0G0FBeNRg,"[['0:00:06.000', '0:00:11.200']]",['A man pouring something into a blender.'],[0.453857421875],['desirable'],"[[['0:00:00.000', '0:00:47.937']]]","[['0:00:06.000', '0:00:11.200']]"
-e0G0FBeNRg_tail,https://www.youtube.com/watch?v=-e0G0FBeNRg,"[['0:00:48.800', '0:00:54.000']]",['A man pouring something into a blender.'],[0.453857421875],['desirable'],"[[['0:00:00.000', '0:00:47.937']]]","[['0:00:48.800', '0:00:54.000']]"
-l1oP7yd13g_head,https://www.youtube.com/watch?v=-l1oP7yd13g,"[['0:00:05.005', '0:00:10.205']]","[""The southern metropolitan prosecutor's office is conducting inquiries for a crime that the state defense council is wanted for, and they have arrived at the community headquarters directed by the mayor miguel ángel bruna to find computers and documentation.""]",[0.418701171875],['desirable'],"[[['0:00:00.000', '0:00:02.369'], ['0:00:02.402', '0:00:08.842'], ['0:00:08.875', '0:00:11.344'], ['0:00:11.378', '0:00:14.881'], ['0:00:14.914', '0:00:17.517'], ['0:00:17.550', '0:00:18.618'], ['0:00:18.651', '0:00:19.786'], ['0:00:19.819', '0:00:21.154'], ['0:00:21.187', '0:00:22.789'], ['0:00:22.822', '0:00:26.092'], ['0:00:26.126', '0:00:37.437'], ['0:00:37.504', '0:00:40.140'], ['0:00:40.173', '0:00:40.173']]]","[['0:00:05.005', '0:00:10.205']]"
-l1oP7yd13g_tail,https://www.youtube.com/watch?v=-l1oP7yd13g,"[['0:00:40.011', '0:00:45.211']]","[""The southern metropolitan prosecutor's office is conducting inquiries for a crime that the state defense council is wanted for, and they have arrived at the community headquarters directed by the mayor miguel ángel bruna to find computers and documentation.""]",[0.418701171875],['desirable'],"[[['0:00:00.000', '0:00:02.369'], ['0:00:02.402', '0:00:08.842'], ['0:00:08.875', '0:00:11.344'], ['0:00:11.378', '0:00:14.881'], ['0:00:14.914', '0:00:17.517'], ['0:00:17.550', '0:00:18.618'], ['0:00:18.651', '0:00:19.786'], ['0:00:19.819', '0:00:21.154'], ['0:00:21.187', '0:00:22.789'], ['0:00:22.822', '0:00:26.092'], ['0:00:26.126', '0:00:37.437'], ['0:00:37.504', '0:00:40.140'], ['0:00:40.173', '0:00:40.173']]]","[['0:00:40.011', '0:00:45.211']]"
-lDp5Na-yD4_head,https://www.youtube.com/watch?v=-lDp5Na-yD4,"[['0:00:05.972', '0:00:11.172']]","['The person is playing a video game called ""minecraft"" and they are in the middle of an adventure.']",[0.460205078125],['desirable'],"[[['0:00:00.000', '0:00:44.677'], ['0:00:44.711', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
-lDp5Na-yD4_tail,https://www.youtube.com/watch?v=-lDp5Na-yD4,"[['0:00:48.820', '0:00:54.020']]","['The person is playing a video game called ""minecraft"" and they are in the middle of an adventure.']",[0.460205078125],['desirable'],"[[['0:00:00.000', '0:00:44.677'], ['0:00:44.711', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
-o4NkvzTTMo_head,https://www.youtube.com/watch?v=-o4NkvzTTMo,"[['0:00:03.000', '0:00:08.200']]",['The night sky in minecraft.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:13.500'], ['0:00:13.600', '0:00:19.700'], ['0:00:19.800', '0:00:23.900']]]","[['0:00:03.000', '0:00:08.200']]"
-o4NkvzTTMo_tail,https://www.youtube.com/watch?v=-o4NkvzTTMo,"[['0:00:21.800', '0:00:27.000']]",['The night sky in minecraft.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:13.500'], ['0:00:13.600', '0:00:19.700'], ['0:00:19.800', '0:00:23.900']]]","[['0:00:21.800', '0:00:27.000']]"
-qPcRWLF6tI_head,https://www.youtube.com/watch?v=-qPcRWLF6tI,"[['0:00:05.989', '0:00:11.189']]","['Two young men are sitting at a table with a blender and various ingredients, smiling and looking at the camera.']",[0.49267578125],['desirable'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:05.989', '0:00:11.189']]"
-qPcRWLF6tI_tail,https://www.youtube.com/watch?v=-qPcRWLF6tI,"[['0:00:48.803', '0:00:54.003']]","['Two young men are sitting at a table with a blender and various ingredients, smiling and looking at the camera.']",[0.49267578125],['desirable'],"[[['0:00:00.000', '0:00:47.997']]]","[['0:00:48.803', '0:00:54.003']]"
-rSXrjxI9-o_head,https://www.youtube.com/watch?v=-rSXrjxI9-o,"[['0:00:10.944', '0:00:16.144']]",['The user is playing a video game called minecraft and walking through a house.'],[0.459228515625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
-rSXrjxI9-o_tail,https://www.youtube.com/watch?v=-rSXrjxI9-o,"[['0:00:53.792', '0:00:58.992']]",['The user is playing a video game called minecraft and walking through a house.'],[0.459228515625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
-sAZK9lxa9A_head,https://www.youtube.com/watch?v=-sAZK9lxa9A,"[['0:00:06.000', '0:00:11.200']]",['A 3d rendering of a house with a roof.'],[0.444580078125],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:16.360'], ['0:00:16.400', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
-sAZK9lxa9A_tail,https://www.youtube.com/watch?v=-sAZK9lxa9A,"[['0:00:48.800', '0:00:54.000']]",['A 3d rendering of a house with a roof.'],[0.444580078125],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:16.360'], ['0:00:16.400', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
-wdl0iw1AyM_head,https://www.youtube.com/watch?v=-wdl0iw1AyM,"[['0:00:05.972', '0:00:11.172']]","['A person is using a blender to make a smoothie. the blender is placed on a wooden table, and there are two glasses of juice on the table.']",[0.45654296875],['desirable'],"[[['0:00:00.000', '0:00:38.538'], ['0:00:38.571', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
-wdl0iw1AyM_tail,https://www.youtube.com/watch?v=-wdl0iw1AyM,"[['0:00:48.820', '0:00:54.020']]","['A person is using a blender to make a smoothie. the blender is placed on a wooden table, and there are two glasses of juice on the table.']",[0.45654296875],['desirable'],"[[['0:00:00.000', '0:00:38.538'], ['0:00:38.571', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
-z92hDMm2ks_head,https://www.youtube.com/watch?v=-z92hDMm2ks,"[['0:00:05.972', '0:00:11.172']]",['A minecraft video game with a green creeper.'],[0.474365234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
-z92hDMm2ks_tail,https://www.youtube.com/watch?v=-z92hDMm2ks,"[['0:00:48.820', '0:00:54.020']]",['A minecraft video game with a green creeper.'],[0.474365234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
02ieyP-5kyk_head,https://www.youtube.com/watch?v=02ieyP-5kyk,"[['0:00:05.972', '0:00:11.172']]","['The player is walking through a hallway in a minecraft game, with orange torches lighting up the way.']",[0.464599609375],['desirable'],"[[['0:00:00.000', '0:00:41.808'], ['0:00:41.841', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
02ieyP-5kyk_tail,https://www.youtube.com/watch?v=02ieyP-5kyk,"[['0:00:48.820', '0:00:54.020']]","['The player is walking through a hallway in a minecraft game, with orange torches lighting up the way.']",[0.464599609375],['desirable'],"[[['0:00:00.000', '0:00:41.808'], ['0:00:41.841', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
04JqXKYyXuo_head,https://www.youtube.com/watch?v=04JqXKYyXuo,"[['0:00:06.000', '0:00:11.200']]",['A person is using a blender to chop onions in a bowl on a wooden cutting board.'],[0.470947265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
04JqXKYyXuo_tail,https://www.youtube.com/watch?v=04JqXKYyXuo,"[['0:00:48.800', '0:00:54.000']]",['A person is using a blender to chop onions in a bowl on a wooden cutting board.'],[0.470947265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
06MY4tV434Q_head,https://www.youtube.com/watch?v=06MY4tV434Q,"[['0:00:01.760', '0:00:06.960']]",['A group of elderly people are sitting at a table and discussing development in their community.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:02.200'], ['0:00:02.240', '0:00:06.400'], ['0:00:06.440', '0:00:10.280'], ['0:00:10.320', '0:00:13.520'], ['0:00:13.560', '0:00:14.200']]]","[['0:00:01.760', '0:00:06.960']]"
06MY4tV434Q_tail,https://www.youtube.com/watch?v=06MY4tV434Q,"[['0:00:10.800', '0:00:16.000']]",['A group of elderly people are sitting at a table and discussing development in their community.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:02.200'], ['0:00:02.240', '0:00:06.400'], ['0:00:06.440', '0:00:10.280'], ['0:00:10.320', '0:00:13.520'], ['0:00:13.560', '0:00:14.200']]]","[['0:00:10.800', '0:00:16.000']]"
06knjdAyU2g_head,https://www.youtube.com/watch?v=06knjdAyU2g,"[['0:00:05.981', '0:00:11.181']]",['A boy in a green shirt is mixing something in a blender.'],[0.460693359375],['desirable'],"[[['0:00:00.000', '0:00:48.074']]]","[['0:00:05.981', '0:00:11.181']]"
06knjdAyU2g_tail,https://www.youtube.com/watch?v=06knjdAyU2g,"[['0:00:48.818', '0:00:54.018']]",['A boy in a green shirt is mixing something in a blender.'],[0.460693359375],['desirable'],"[[['0:00:00.000', '0:00:48.074']]]","[['0:00:48.818', '0:00:54.018']]"
08zQ45QFn3w_head,https://www.youtube.com/watch?v=08zQ45QFn3w,"[['0:00:05.972', '0:00:11.172']]",['A minecraft game with a house in the background.'],[0.441162109375],['desirable'],"[[['0:00:00.000', '0:00:36.469'], ['0:00:36.503', '0:00:46.813'], ['0:00:46.846', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
08zQ45QFn3w_tail,https://www.youtube.com/watch?v=08zQ45QFn3w,"[['0:00:48.820', '0:00:54.020']]",['A minecraft game with a house in the background.'],[0.441162109375],['desirable'],"[[['0:00:00.000', '0:00:36.469'], ['0:00:36.503', '0:00:46.813'], ['0:00:46.846', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0H2pFpkRQWU_head,https://www.youtube.com/watch?v=0H2pFpkRQWU,"[['0:00:06.000', '0:00:11.200']]","['There is a game on a tv screen, and the game is a minecraft game.']",[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:47.965']]]","[['0:00:06.000', '0:00:11.200']]"
0H2pFpkRQWU_tail,https://www.youtube.com/watch?v=0H2pFpkRQWU,"[['0:00:48.800', '0:00:54.000']]","['There is a game on a tv screen, and the game is a minecraft game.']",[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:47.965']]]","[['0:00:48.800', '0:00:54.000']]"
0HXq0ZNKztc_head,https://www.youtube.com/watch?v=0HXq0ZNKztc,"[['0:00:06.000', '0:00:11.200']]",['It is a minecraft video game.'],[0.4609375],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:06.000', '0:00:11.200']]"
0HXq0ZNKztc_tail,https://www.youtube.com/watch?v=0HXq0ZNKztc,"[['0:00:48.800', '0:00:54.000']]",['It is a minecraft video game.'],[0.4609375],['desirable'],"[[['0:00:00.000', '0:00:47.983']]]","[['0:00:48.800', '0:00:54.000']]"
0Hzx6pHaF1U_head,https://www.youtube.com/watch?v=0Hzx6pHaF1U,"[['0:00:05.972', '0:00:11.172']]",['A minecraft game with a lot of different things in it.'],[0.439697265625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
0Hzx6pHaF1U_tail,https://www.youtube.com/watch?v=0Hzx6pHaF1U,"[['0:00:48.820', '0:00:54.020']]",['A minecraft game with a lot of different things in it.'],[0.439697265625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0XxKtbrili4_head,https://www.youtube.com/watch?v=0XxKtbrili4,"[['0:00:10.944', '0:00:16.144']]",['A man is sitting in a room and talking to the camera about his interest in providing a service to help other players with their strategy and gameplay in the game world of tanks.'],[0.454833984375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
0XxKtbrili4_tail,https://www.youtube.com/watch?v=0XxKtbrili4,"[['0:00:53.792', '0:00:58.992']]",['A man is sitting in a room and talking to the camera about his interest in providing a service to help other players with their strategy and gameplay in the game world of tanks.'],[0.454833984375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
0ZYoUk59yK0_head,https://www.youtube.com/watch?v=0ZYoUk59yK0,"[['0:00:05.972', '0:00:11.172']]",['A minecraft character standing in a field.'],[0.453857421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
0ZYoUk59yK0_tail,https://www.youtube.com/watch?v=0ZYoUk59yK0,"[['0:00:48.820', '0:00:54.020']]",['A minecraft character standing in a field.'],[0.453857421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
0bo1FWn-ob4_head,https://www.youtube.com/watch?v=0bo1FWn-ob4,"[['0:00:06.000', '0:00:11.200']]",['A woman standing in front of a blender on a table.'],[0.450927734375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
0bo1FWn-ob4_tail,https://www.youtube.com/watch?v=0bo1FWn-ob4,"[['0:00:48.800', '0:00:54.000']]",['A woman standing in front of a blender on a table.'],[0.450927734375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
0fOGKbMUdPE_head,https://www.youtube.com/watch?v=0fOGKbMUdPE,"[['0:00:06.000', '0:00:11.200']]",['A woman is mixing something in a blender.'],[0.43896484375],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:06.000', '0:00:11.200']]"
0fOGKbMUdPE_tail,https://www.youtube.com/watch?v=0fOGKbMUdPE,"[['0:00:48.800', '0:00:54.000']]",['A woman is mixing something in a blender.'],[0.43896484375],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:48.800', '0:00:54.000']]"
0gz9wvjkhgE_head,https://www.youtube.com/watch?v=0gz9wvjkhgE,"[['0:00:05.983', '0:00:11.183']]",['A man is mixing ingredients in a blender.'],[0.456298828125],['desirable'],"[[['0:00:00.000', '0:00:48.033']]]","[['0:00:05.983', '0:00:11.183']]"
0gz9wvjkhgE_tail,https://www.youtube.com/watch?v=0gz9wvjkhgE,"[['0:00:48.816', '0:00:54.016']]",['A man is mixing ingredients in a blender.'],[0.456298828125],['desirable'],"[[['0:00:00.000', '0:00:48.033']]]","[['0:00:48.816', '0:00:54.016']]"
0iQ6P9ZRvwI_head,https://www.youtube.com/watch?v=0iQ6P9ZRvwI,"[['0:00:06.000', '0:00:11.200']]","['The speaker is playing a video game, specifically minecraft, and discussing various aspects of the game.']",[0.4658203125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
0iQ6P9ZRvwI_tail,https://www.youtube.com/watch?v=0iQ6P9ZRvwI,"[['0:00:48.800', '0:00:54.000']]","['The speaker is playing a video game, specifically minecraft, and discussing various aspects of the game.']",[0.4658203125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
11RX_KCafCg_head,https://www.youtube.com/watch?v=11RX_KCafCg,"[['0:00:05.982', '0:00:11.182']]",['A man is making a protein shake using a blender and ingredients on a table.'],[0.446044921875],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:05.982', '0:00:11.182']]"
11RX_KCafCg_tail,https://www.youtube.com/watch?v=11RX_KCafCg,"[['0:00:48.817', '0:00:54.017']]",['A man is making a protein shake using a blender and ingredients on a table.'],[0.446044921875],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:48.817', '0:00:54.017']]"
1314AaKEXxA_head,https://www.youtube.com/watch?v=1314AaKEXxA,"[['0:00:05.972', '0:00:11.172']]",['A minecraft video game with a green building in the background.'],[0.46240234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
1314AaKEXxA_tail,https://www.youtube.com/watch?v=1314AaKEXxA,"[['0:00:48.820', '0:00:54.020']]",['A minecraft video game with a green building in the background.'],[0.46240234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
195I7rcTlsg_head,https://www.youtube.com/watch?v=195I7rcTlsg,"[['0:00:05.972', '0:00:11.172']]",['A screen shot of a minecraft game.'],[0.43115234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
195I7rcTlsg_tail,https://www.youtube.com/watch?v=195I7rcTlsg,"[['0:00:48.820', '0:00:54.020']]",['A screen shot of a minecraft game.'],[0.43115234375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1DwkQiM3z_Y_head,https://www.youtube.com/watch?v=1DwkQiM3z_Y,"[['0:00:06.000', '0:00:11.200']]",['A blender filled with fruit and vegetables on a counter.'],[0.460205078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
1DwkQiM3z_Y_tail,https://www.youtube.com/watch?v=1DwkQiM3z_Y,"[['0:00:48.800', '0:00:54.000']]",['A blender filled with fruit and vegetables on a counter.'],[0.460205078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
1IZo3s2xi50_head,https://www.youtube.com/watch?v=1IZo3s2xi50,"[['0:00:11.211', '0:00:16.411']]",['A woman is making a fruit smoothie in a blender while talking to the camera.'],[0.449951171875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:11.211', '0:00:16.411']]"
1IZo3s2xi50_tail,https://www.youtube.com/watch?v=1IZo3s2xi50,"[['0:00:54.059', '0:00:59.259']]",['A woman is making a fruit smoothie in a blender while talking to the camera.'],[0.449951171875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:54.059', '0:00:59.259']]"
1MFgmjg9FnA_head,https://www.youtube.com/watch?v=1MFgmjg9FnA,"[['0:00:05.972', '0:00:11.172']]",['A snow covered area in a minecraft game.'],[0.4794921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
1MFgmjg9FnA_tail,https://www.youtube.com/watch?v=1MFgmjg9FnA,"[['0:00:48.820', '0:00:54.020']]",['A snow covered area in a minecraft game.'],[0.4794921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1S9nLyS08ZM_head,https://www.youtube.com/watch?v=1S9nLyS08ZM,"[['0:00:05.972', '0:00:11.172']]",['A man in a red shirt is cutting up some apples on a cutting board next to a blender and some other food on a counter.'],[0.4375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
1S9nLyS08ZM_tail,https://www.youtube.com/watch?v=1S9nLyS08ZM,"[['0:00:48.820', '0:00:54.020']]",['A man in a red shirt is cutting up some apples on a cutting board next to a blender and some other food on a counter.'],[0.4375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
1WOyyQvyfxY_head,https://www.youtube.com/watch?v=1WOyyQvyfxY,"[['0:00:06.000', '0:00:11.200']]",['A 3d rendering of a house with roof trusses.'],[0.458251953125],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.965']]]","[['0:00:06.000', '0:00:11.200']]"
1WOyyQvyfxY_tail,https://www.youtube.com/watch?v=1WOyyQvyfxY,"[['0:00:48.800', '0:00:54.000']]",['A 3d rendering of a house with roof trusses.'],[0.458251953125],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.965']]]","[['0:00:48.800', '0:00:54.000']]"
1_6581UXJyk_head,https://www.youtube.com/watch?v=1_6581UXJyk,"[['0:00:15.582', '0:00:20.782']]",['A building in minecraft with the sky in the background.'],[0.4365234375],['desirable'],"[[['0:00:00.000', '0:00:43.043']]]","[['0:00:15.582', '0:00:20.782']]"
